line	text
108	"انتي كده بشغلك مش حتعرفي تسافري معايا
"
109	"حور: انا عارفه طبيعة شغلك يا جاسر، وانا كمان بحب شغلي قوي
"
110	"و محطة القطار تقابلت داليا بفادي.
"
111	"د. فادي: . خير يا انسة داليا، ايه الموضوع المهم بقي اللي يخليكي تنزلي من الصعيد مخصوص.
"
112	"داليا: متهيجلي انت عارف الموضوع، وعلشان كده انت جيت
"
113	"فادي: انتي قاصدك حور صح
"
114	"داليا: صوح انا عاوزها تخرج من الجصر خالص علشان انا المفروض اللي كنت في مكانها مش هيا، جت زي الجضه المستعجل اخدت كل حاجة..
"
115	"فادي: وانا كمان عاوز حور. انا لما بعتها الصعيد قلت أبعدها فتره لحد ما اخد البعثة , من مدير المستشفى و الترقيه و بعدين كنت حاسيبله بنته وارجع لحور، لكن المش متوقع ان حور تتجوز جاسر بعد اللي قلته لجاسر عن حور..
"
116	"داليا: حور دي واعره خالص و تجدر تلف اي راجل، دا جاسر بجلاله جدره ما اختش في أيدها غلوة، فاجره.
"
117	"فادي، : طايب انتي دماغك فيها ايه
"
118	"داليا: مش عارفة لسة عاد انا جلت اقابلك و اشوفك معايا ولا لع و بعضين نتفق حنعمل ايه.
"
119	"فادي: خلاص سافري انتي علشان محدش ياخد باله و عاوزك تبلغيني أخبارها اول باول. وبعدين وشوف حنعمل ايه
"
120	"داليا: تمام أكده سلام بجي
"
121	"في القصر تجلس مها و حور
"
122	"مها: ازيك يا خوي اتوحشتك
"
123	"حور: وانتي كمان يومين ما اشوفكيش
"
124	"مها: معلش يا بجي يا حور عمار كان مسافر وكنا لازم ايجي معاه و كان عندي محاضرات مهمة.
"
125	"حور: سافر خلاص بسلامة و ناويتي علي ايه
"
126	"مها: مخبراش لسة مستنية جاسر جال أنه حيتحدت معايا، انهارده، هو صحيح العجربه فين مبيناش من الصبح.
"
127	"حور: معرفش احسن خلينا نرتاح منها شوية
"
128	"مها: ربنا يستر شكلها بتخطط المصيبة
"
129	"حور: سيبك منها مقلتلكيش علي اخر الاخبار مش انا حنزل شغل بكره
"
130	"مها: بجد الف مبروووك اكيد في مستشفى القرية صوح
"
131	"حور: لا عند السباك اللي جمب مستشفي
"
132	"دخل جاسر عليهم.
"
133	"جاسر: اهلا بالمفعوصة. انتي هنا من امتي
"
134	"مها: من شوية
"
135	"جاسر طايب كويس علشان عاوز اتكلم معاكي
"
136	"حو: أسبكم تتكلمو براحتكم
"
137	"مسك جاسر ايد حور اقعدي ياست البنات مافيش حاجة تتخبي عليكي.
"
138	"ابتسمت حور و قاعدت
"
139	"جاسر: احكيلي بقي يا مها حكايتك اية براحة ومن غير ما تخابي عني اي حاجة. مها، بارتباك اصل، انا اتعرفت علي عمار من فترة و بصراحة. انا.
"
140	"جاسر قاطعها: حبتيه صح
"
141	"احمر وجه مها. وهزت راسها، اه يا جاسر حبيته انا عارفه أن كلام ده مينفعش يتقال وخصوصا في مجتمعاتنا اللي مش معترف بحاجة خالص بس انا حبيته يا جاسر. وعمار حد مليح ما شفتش منه اي حاجة عفشة.
"
142	"جاسر: من غير. ما تقولي انا سءلت عنه وعارف عنه كل حاجة، عمار مهندس و بيجي هنا علشان أخته، ولية مستقبل كويس و العقد اللي جاله في الغردقه ده من أكبر شركات الهندسه و المعمار وليها مستقبل ممتاز
"
143	"بس المشكله دلوقتي. في جدتك انا عارف دمغها كويس.
"
144	"مها: ماما بردو جالتي أكده، بس انا مش حوجف حياتي علي حد. ده مستجبلي و حياتي وانا اللي حعيشها مش حد تاني. انا حعمل اللي عليا و اخلص سنه الكليه و حجولها، ردت كان بيها مرضتش محدش يزعل مني يا واد خالتي..
"
145	"جاسر: متجلجيش يا مها انا معاكي في أي خطوة حتاخديها
"
146	"مها: ربنا يخليك ليا يا جاسر
"
147	"حور كانت تنظر لجاسر نظرات اعجاب و حب
"
148	"رفع جاسر عينه عليها مالك يا ست البنات بص عليا كده ليه..
"
149	"حور: انت حد حلو قوي يا جاسر انا بحبك قوي
"
150	"جاسر: عيون جاسر وقلب جاسر وعشق جاسر
"
151	"مها: احم احم نحن هنا
"
152	"جاسر: بت انتي ايه اللي مقعدك لحد دلوقتي مش قلتي اللي عاوزه يلا غوري علي بيتكم بدل ما اغير راءي.
"
153	"مها: وعلي ايه أنا حروح أطيب احسن يا داخل بين البصله وجشرتها ماينوبك الا، ولسة حتكمل جرا جاسر وراها و هي جرت الخارج.
"
154	"جاسر: ماشي يا كلبه مش سايبك ثم شارو لحور و انتي تعالي هنا
"
155	"حور: نعم يا جاسر
"
156	"جاسر تعالي هنا و شاور علي حضنه، جرت حور مسرعة في حضن نسا العالم كله في حضن ده.
"
157	"وكانت عينان حقودتنان ترتفبهم عن قرب
"
158	"مضي اسبوع ونزلت حور الشغل و كانت مبسوطة جداا لأن بتحب شغلها.
"
159	"وبعد يومين اتصل فادي بداليا
"
160	"فادي: انا حرفت حنعمل ايه
"
161	"داليا: ها جول بسرعة حنعمل ايه
"
162	"فادي: المهم انا عاوز اقبلك ضروري و لازم تسمعي كل اللي حقولك عليه مش عاوز غلط.
"
163	"داليا: ماشي اتفجنا حتدلي بكره مصر.
"
1	"فتح جابر الباب خرجت داليا بزعيق ماشي يا جابر ي ولد مركوب أن مركبتك حمارة بلمشقلب و حخلي العيال يجولو العبيط اه
"
2	"كل ده ولم تلاحظ و قوف جاسر
"
3	"بترفع عينها شافت جاسر واقف
"
4	"داليا: بخضه جاسر انت أهنه
"
5	"جاسر، : اية خضتك شوفتي عفريت عاد
"
6	"داليا: جاسر انا مقصدتش الحديت اللي جولته عشيا انا انا بس كنت خايفه عليك يا ود عمي.
"
7	"جاسر: قاعدتك هنا طول الليل دي قرصة ودن صغيرة من اللي حيحصلك لو غلطي تاني في أي حاجة تخصني وحور خط أحمر يا داليا.
"
8	"داليا: لا حمر والخضر يا نحلة لاتجرصيني ولا عاوزة عسل منك أكده كل واحد في حاله
"
9	"جاسر، : شاطرة يلا فزي أجري علي الحمام علشان رحتك بقت تقرف
"
10	"داليا بغضب: عيني يا ود عمي
"
11	"دخلت داليا القيصر،
"
12	"تحية: جرت عليها اهلا يا ضانيا وأخدتها بلحضن لكنها بعدت بسرعة واضعا يدها علي أنفها اوووف خشي اتحممي رحتك كيف البهيمة و انا حخلي هنية تحضر الوكل.
"
13	"ضحك كل الموجودين علي كلام تحية
"
14	"جرت داليا علي غرفتها و هي تسب الجميع تستحلف لحور
"
15	"جلست حور بجانب مها يتكلمو دخل جاسر سلم علي جدته وباس أيدها
"
16	"جاسر: كيفك يا جدتي
"
17	"الجدة: تسلم يابني من كل رضي انا منيحة جوي ومرتك الله يكرمها متابعة علاجي
"
18	"جاسر: انا بجي حسرق منكم مرتي كفايا أكده احنا المفروض مكناش خرجنا جناحنا واصل لمدة أسبوع علي الاقل
"
19	"احمر وجه حور بشده من الخجل.
"
20	"همس جاسر بجانبها يلا يا فروله قلبي ومسك أيدها أمام الجميع
"
21	"جاسر: خاله هنية. يا خالة
"
22	"هنية: نعم ياولدي
"
23	"جاسر: معلش يا خالة ممكن تخلي حد من البنات يطلعنا الاكل فوق
"
24	"هنية، : عنيا ياغالي
"
25	"صعد جاسر و حور للجناح
"
26	"دخل جاسىر وهو ماسك ايدك حور
"
27	"جاسر: انتي عارفة بقالك اد اية بعيده عن حضني
"
28	"حور: بكسوف جاسر بصراحة أنا كمان حضنك وحشني قوي
"
29	"ضمها جاسر في حصنة فسمسكت حور ايد جاسر فتألم.
"
30	"حور: صحيح ايدك مالها انا كل ما اجي اسءلك الباب يخبط
"
31	"جاسر: بس يجعل كلامنا خفيف عليهم
"
32	"حور: لا صحيح هو ايه اللي عورلك ايدك
"
33	"جاسر: اي حاجة لأجل عيونك تهون انا عورت نفسي
"
34	"حور بخضه ليه يا جاسر
"
35	"جاسر بصعيدي: مخبراش ليه عورت نفسي يا نن عيوني
"
36	"حور ركزت شويا ثم احمر وجهها بشده وقالت: اممم علشان كده ناس مشت امبارح، جاسر انت حد جميل قوي انا مش عارفه اقولك ايه انا انا بحبك.
"
37	"جاسر قام من مكانه انتي قولتي ايه يا حور انتي، قوليها تاني عاوز اسمعها كتير انتي ايه.
"
38	"حور: بحبك ب ح ب ك وعمري ما حبيت حد قبلك ولا ححب حد بعدك
"
39	"جاسر: شلها ولف بيها غرفة كلها وانا كمان عاوز اخبيكي جوا قلبي علشان محدش يشوفك غيري.
"
40	"وكاالعاده لازم متكملش لحظات الرومانسيه دق الباب غرفة
"
41	"جاسر: يقطع الباب و اللي ركبو الباب إذا كنت واخد الجناح بعيد عن القصر كله اروح بيكي فين اطلع القمر
"
42	"ضحكت حور علي كلامه
"
43	"فتح جاسر الباب و كانت خديجة جايبة الغدا.
"
44	"جاسر: شكرا يا خديجة بس مش عاوز حد يزعجني خالص متخليش حد يطلع الجناح هنا
"
45	"ابتسمت خديجة في خجل
"
46	"قفل جاسر باب الغرفه ودخل حامل صنية الطعام
"
47	"حور: الله الاكل جه انا جعانه خالص كانت حور ماسكة جيسي القطة بتاعتها وبتكلمها
"
48	"وقف جاسر بيصبصلها: طايب حضرتك اعدي عليكي بكرة تكوني اكلتي انتي و القطة
"
49	"حور: . ههه هههههههههههه لا تعالي يا جاسر دي جيسي بتحب الناس خالص.
"
50	"جاسر بتعجب: لا واللهي و انا المفروض استحمل القطة و صاحبته. حور خرجي القطة دي برا بدل مرتكب جنايا انهارده
"
51	"خرجت حور القطة برا و هي غضبانه
"
52	"جاسر: خلاص بقي يا حور تعالي ناكل
"
53	"جلست حور بجانب جاسر وبداء جاسر يطعمها في فمها
"
54	"حور: جاسر انت مبصوت معايا
"
55	"جاسر: بتساءلي ليه سؤال ده
"
56	"حور: علشان يعني انت كنت مغصوب علي جوازة
"
57	"علشان خاطر الورث وكده.
"
58	"جاسر: ضحك جاسر حتى أدمعت عيناه، انتي لسة متعرفنيش يا حور. انا اللي عملت الامبراطوريه دي كلها وقادر اعمل زيها صحيح جدتي ماسكة كل حاجة بس انا اللي تعبت و اشتغلت لحد موصلت الشغل في مستوي ده تفتكري واحد كون امبراطوريه مش حيقدر يبداء من اول وجديد، انا محدش يقدر يجبرني علي حاجة. انا لو مكنتش عاوزك لو كنوز الدنيا مكنتش حتجوزك.
"
59	"دي خالتي دهب بضعفها كانت لوحدها ووقفت قدام جدتي و اتحدت الكل وسابت كل حاجة وراها و دافعت عن حبها، متعرفيش انا اد ايه بحب خالتي دي وبحترمها جدااااا، هي صحيح هي وجوزها مستواهم مش قد كده بس عندهم عزت نفس كبيرة قوي رافضين اي مساعده مني مع أن ده حق خالتي، بس انا اقنعتها أن مها ده حقها ولازم تاخده، حاجي انا يا راجل اتجوز غصب علشان شوية فلوس.
"
60	"حور: يعني انت اتجوزتي علشان عاوزني بجد يا جاسر طايب ليه محسستنيش بده طايب ليه اتفقت معايا أن جوزنا علي ورق و حنطلق ب كام شهر.
"
61	"جاسر: علشان انا فعلا ناوي اخلي جوزنا علي ورق بس لحد ما اتاكد انك عاوزاني بجد و انا عاوزك بجد متنسيش أننا اتجوزنا في ظروف صعبه وانتي كمان كنتي مغصوبه عليا فلازم نا خد علي بعض وبعد كده نشبع قلت ادب بقي
"
62	"حور: هو انت دماغك علي طول رايحة لقلة الادب
"
63	"جاسر: طبعا يا فرولتي وحموت واعمل قلة أدب ماسك نفسي عنك بالعافية
"
64	"حور بس بقي
"
65	"جاسر: تعالي بقي في حضني علشان عاوز انام شكلي كده حدمن حضنك.
"
66	"واخدها في حضن وقفت كل ساعات الزمن وناما هما الاثنين وكأن الحضن ده ينبوع الحياه.
"
67	"في صباح اليوم التالي اتصلت مها بحور
"
68	"مها: الو ايوة حور عاوز اقبلك بسرعة
"
69	"حور: في ايه يا مها انتي عارفه اني مش حعرف اخرج
"
70	"مها: انا جياالك عاد
"
71	"جاءت مها لاري حور كانتةحور تقعد تحت مع الجدة دخلت مها
"
72	"مها: السلام عليكم كيفك يا جده و باست ايده
"
73	"الجده: كيفك يا بنتي.
"
74	"مها: مليحة يا جدتي و امي كمان مليحة، حور هو ممكن اتحدت معاكي شوية
"
75	"حور: طبعا يا قمر تعالي نطلع فوق
"
76	"دخلت داليا عليهم.
"
77	"داليا: كيفك يا مفعصوصة ايه اللي جابك حدانه
"
78	"مها: متهيقلي ملكيش صالح بيا انا اچي وقت منا رايده
"
79	"داليا: من ميتا وانتي رجلك واخده علي الجصر عاد
"
80	"مها: انتي مبتفهمش جلتلك ملكيش صالح بيا عاد
"
81	"الجده: خبر ايه هو مافيش احترام لكبير عاد سدي خاشمك منك ليها و انتي يا داليا مالك انتي مها تيجي ميتا ليكي فيه.
"
82	"داليا ذ: وه وه يا جدتي لحقتي تنسي امها عملت ايه وحطت راس العيلة كلها في طين، وبنتها كيفها بكرا تجيب العار لينا كمان
"
83	"لم تكمل داليا كلامها فا مها جابتها من شعرها علي الارض
"
84	"مها: انتي ايه ياشيخة محدش سالم من سم لسانك بكفياكي عاد بخ سم حيه وعاوزة جطع راسك
"
85	"اتلم كل اللي في البيت علي صراخ داليا وبداءت حور تخلص داليا من مها بس مقدرتش لأن مها كانت قاعدة فوق داليا و معاها الشبشب و بضربها.
"
86	"تدخلت هنية و خديجة و قاعدت تصوت تحية علي بنتها و محدش قادر علي مها كانت بتقنطع في شعرها وتضربها
"
87	"دخل جاسر بصوت عالي في اية عاد ليه صوات ده
"
88	"مالكم
"
89	"وقعت عينة علي داليا في الأرض و فوقها مها
"
90	"رفع مها بسرعة
"
91	"جاسر: انتي اتجننتي عاد يا مها ليه أجده
"
92	"قامت داليا وراحة نضرب مها مسكها جاسر وبعدين مش حتخلص بقي.
"
93	"داليا: مش حاسبها الفاجرة بنت الفاجرة كيفها كيف امها، حتجيب لنا العار مكفهاش عملت أمها السودة ودخلت العيلة واحد حقير و لسة حتشوف شكل العيلة دي يا ما حتلم وكانت تنظر لحور.
"
94	"لقت قلم نزل عليها دوخها
"
95	"قال جاسر: انتي صوح قليله الربايه وشكل حبستك في زريبة مربتكيش
"
96	"تدخلت تحية بسرعة: خلاص عاد ياجاسر وسحبت داليا و انتي يا محروجة اطلعي فوق بكفياكي بجي وسدي خاشمك ده جايبلك الكافيا انهدي بجي،.
"
97	"قاعدت مها تبكي وحور بجانبها تواسيها و الجدة لم تنطق بشء. اكتفت بنظرات حزن اتجاه مها،.
"
98	"جاسر: بكفياكي عاد بكي يا مها، انتي كمان مسكتلهاش انتي خرشمتيها خالص ايه يابت بتلعبي مصارعة من ورانا، ضحكت مها ثم اكمل جاسر، بلشبش يا مها الشبشب بس بصراحة هي تستاهل.
"
99	"مها: وكل مرة حتجيب سيرة أمي حعمل اكتر من أكده كله الا امي محدش يجيب سيرتها واصل.
"
100	"حور: معلش يا جماعة انا حاخد مها واطلع فوق نقعد مع بعض شوية تعالي يلا يا مها
"
101	"وهي قايمة عينيها جت مع عنين جاسر غمزلها بعينة و عطلها بوسة علي هو ا مخفية
"
102	"ابتسمت حور وطلعت مع مها فوق
"
103	"اول ما دخلو غرفة حور انفجرو الاتنين من ضحك...
"
104	"علي منظر داليا
"
105	"مها: شوفتيني وانا بنتفها كيف الفروچ
"
106	"حور: بضحك احسن تستاهل انا كان نفسي اعمل كده
"
107	"دي عليها لسان عاوز قطعة.
"
108	"كل كوم و امبارح وهي خرجة من الزريبة و امها بتقولها رحتك شبه البهيمة هههههههههههه بطني مش قادرة حموت من ضحك.
"
109	"سيبك بقي من ست هبابه دي وقولي مالك صوتك في تليفون قلقني
"
110	"مها: انا في مصيبة ومش عارفه احلها.
"
1	"في نفس الوقت داليا كانت بتحاول تدخل جناح جاسر وحور
"
2	"وسحبت داليا في الخفاء لكي تمم خططتها ولكن كان في عيون ملاحقتها وهي لم تدري
"
3	"دخلت فعلا داليا الجناح و فتحت دولاب حور وضعت الحبوب داخل الملابس وزجاجة العطر الرجالي
"
4	"وخرجت مسرعة
"
5	"اتصلت بفادي
"
6	"داليا: الو ايوة كله تمام بس حكاية اني اجيب موبايلها وعره خالص.
"
7	"انا عندي فكره مليحة احسن من اني ا موبايلها.
"
8	"اية رجيك تاجي تكلمها جدام المستشفي و انا اصوركم وحاول تديها اي حاجة ملفوفه حتى لو مخدتهاش بس تبان في صور انك عطتها علشان لما جاسر يفتش ويشوف الحاجة يبقي هي اخدت فعلا الحاجة منيك.
"
9	"فادي: يابت الأبلسه ده إبليس نفسة يعظملك سلام دماغك سم حيه بجد
"
10	"داليا: خبر ايه عاد مفيناش من غلط انا جولت اني حخرجها بفضيحة يبقي حتخرج بفضيحة انا داليا الأنصاري ومحدش يجف في طريقي واصل و حاخد جاسر منيها بت المركوب وحتتىرمي في شارع عاد.
"
11	"فادي: اده كله كفايا لك يا ساتر الله يكون في عونه اللي يقع تحت ايدك ربنا يكفينا شرك ياشيخة يلا سلام.
"
12	"داليا: هو ايه اللي يلا سلام حتدلي الصعيد ميتا متعوجش علشان الحاجة كتتكشفش
"
13	"فادي: حدلي بكره ياختي علشان حلاوتها في حموتها غوري بقي
"
14	"رجع جاسر و حور القصر وطلعو الجناح
"
15	"جاسر: حوريت قلبي من جوا وحشتيني تعالي يلا مكانك
"
16	"جرت حور في حضن جاسر أو أمنها زي مبتقول خلاص معادتش تعرف تنام غير جوا حضنه و هو كمان مش بينام غير وهيا في حضنة
"
17	"استتتوب.
"
18	"هو ده العشق ياساده ايوه العشق، العشق الذي تعدي بمراحل الحب ايوة الحب اسمي معاني الحياه
"
19	"الحياه بدون حب كالقلب بدون نبض كالشتاء بدون مطر
"
20	"الحب هو الامان الراحة الحب هو سر وجود الإنسان
"
21	"بااااك
"
22	"نام جاسر و هو حاضن حور وكانه خايف احسن حد ياخدها منه فهو كمان لقي الحنان المفتقده من سنين حنان الام، حنان الزوجة، حنان الحبيبه، كله ده تتلخص في كلمة واحدة حور.
"
23	"في صباح اليوم التالي ذهبت حور لعملها وهي داخله المشفي لقت فادي واقف أمام الباب
"
24	"فادي. : صباح الخير يا حور
"
25	"حور: بغضب انت ايه اللي جابك هنا
"
26	"فادي: انا جاي علشان حسيت اني غلط في حقك و اني خسرتك
"
27	"حور: وبعدين
"
28	"فادي: عاوز ارجع اللي كان عاوز ارجعك ياحور
"
29	"حور: انت اهبل انا متجوزة وبحب جوزي
"
30	"فادي: لا انتي اتجوزتي جاسر غصب و انا حخلصك منه واتجوزك
"
31	"حور: انت لو اخر راجل في دنيا عمري ما ابصلك شخصية انتهازية وصولية زيك.
"
32	"وسع كده من وشي. خاليني ادخل اتاخرت
"
33	"مسك فادي أيدها يمنعها من الدخول هنا داليا صورتهم
"
34	"راحت حور ضربته بلقلم
"
35	"حور: تاني مرة ايدك تتمد عليا حقطعاهلك فاهم ولا مش فاهم ويلا غور من هنا
"
36	"فادي ببرود: وكان محصلش حاجة قدملها هدية ملفوفه طايب خدي دي و حطها في أيدها غصب وطبعا الحربايه بتصور
"
37	"رمتها حور في وشه ومشت
"
38	"دخلت حور شغلها وهي في قمت غضبها ومش عارف اقول لجاسر ولاء
"
39	"ساعتها رن هاتفها كانت مها.
"
40	"حور الو ايوة مها اتصلتي في وقتك
"
41	"مها: خير ايه عاد يا حور حوصل حاجة
"
42	"حور: اه حصلت حاجة غريبة دلوقتي وانا داخلة الشغل حكت حور كل حاجة حصلت معاها هي وفادي.
"
43	"مها: ربنا يستر معرفش هو ايه اللي جابه، بس انا من راءي تقولي لجاسر لازم يعرف
"
44	"حور: انا كمان مش شايفه كده استني كده. مها جاسر بيتصل علي الانتظار حكلمه و ارجع اكلمك.
"
45	"مها: ماشي بس طمنيني متسبنيش علي عمايا
"
46	"حور. حاضر حاضر سلام بقي
"
47	"حور: الو ايوة حبيبي
"
48	"جاسر: حور تعالي حالا جدتي تعبانه قوي
"
49	"حور: حاضر جايه بسرعة اهو
"
50	"دخلت حور القصر. وجرت علي جناح الجده
"
51	"حور: في ايه يا جاسر حصل ايه
"
52	"جاسر: مش عارفه كانت قوة وفجاءة لقينا دماغها مالت و مش بترد
"
53	"حور كشفت عليها، متقلقش دي غيبوبة سكر هي اكلت ايه
"
54	"جاسىر: مش عارف
"
55	"هنية: اكلت كريم كراميل و بسبوسه بلقشطة.
"
56	"حور: ينهار ابيض و مين سمح بدخول حاجات دي عندها انا عطيالك جدول اكل بتاعها
"
57	"هنية: اعمل ايه انت عارفة الحاجة لما بتعوز حاجة محدش بيجدر يجول لا
"
58	"حور: خلاص يا هنية روحي شغلك
"
59	"علقت حور محاليل وفضلت سهرانه جامب الجدة
"
60	"جاسر: حور انا حطلع اريح فوق شوية لو في حاجة رني عليا
"
61	"حور حاضر يا حبيبي وحضنته حضن كل يوم بس طبعا انا مش حعرف انام وانا بعيده عنك
"
62	"بسها جاسر ومشا.
"
63	"وفي نص الليل جاءت رساله لجاسر فيها صور حور وتحتها دور ورا مراتك خالي بالك منها يا دكر.
"
64	"فتح جاسر الصور اتعصب و شاف الهدايا جرا يدور في الاوضة زي المجنون لحد مطلع الحاجة من الدولاب.
"
65	"قاعد جاسر مكانه و حط وشه بين أيده و نزلت دموع من عينه...؟
"
66	"اول مرة يبكي الأسد و الله يكون فعون اللي حوليه لما يبكي الأسد، أو يقع بينقلب وحش كاسر مش بيرحم
"
67	"فاق علي صوت تليفونه كانت حور
"
68	"حور: جاسر انزل بسرعه جدتك تعبانه قوي
"
69	"مسح جاسر دموعه ونزل بسرع
"
70	"في ايه ياحور
"
71	"حور مش عارف فاقت وبداءت تتكلم وبعضين غابت تاني عن الوعي المشكلة أن النبض ضعيف جدااا.
"
72	"جاسر انا حتصل بدكتورها يجي بسرع
"
73	"جاء الدكتور وشافها وقال: انا مش حقدر اعمل اكتر ما عملته دكتورة حور،
"
74	"هي عاوزة متابعة واظن يا دكتورة عارفة ايه التعليمات
"
75	"حور: ايوة يا دكتور عارفه كل حاجة
"
76	"مشي الدكتور وحور حاسة أن جاسر متغير
"
77	"حور: مالك ياجاسر متقلقش هي بقت كويسة و الخطر عدا
"
78	"جاسر: مافيش قلقان علي جدتي
"
79	"حور جاءت تحضن جاسر، جاسر شال أيدها، استعجبت حور بس سكتت لانه مش وقته
"
80	"دخلت تحية و داليا ليطمءنه علي جده.
"
81	"داليا بشامتة و قد لحظة تعابير جاسر. هي حافظه لما يكون غضبان حبت تشععللها اكتر
"
82	"داليا: ايه يا حور هو مش انتي المفروض ده شغلك كتب فين لما جدتي اكلت الاكل ده لو مش قد الشغل قولي و لا اهتماماتك في حاجة تانية
"
83	"حور: قصدك ايه يا داليا مش فاهمه
"
84	"داليا: أن الله حليم ستار مقصديش بس خالي بالك احنا في بلد صغيرة ومافيش حاجة بتستخبا.
"
85	"حور مساكتها من ايديها: لا افهم قصدك بقي
"
86	"تدخل جاسر: مش وقته الكلامه عاد كل واخده تحط لسنها في خشمها وجت الحساب لسة مجاش عاد
"
87	"حور لحظه أن جاسر بيتكلم صعيدي فعرفت أنه في قمة غضبه، بس هي مش عارفه في ايه و عملت ايه.
"
88	"سكتت حور وهي محتارة من أمره
"
89	"عدا اسبوع وبداءت صحة الجدة تتحسن و جاسر لم يتكلم حور من ساعتها
"
90	"طلعت حور جناحها لأنها طول الاسبوع مقيمة بجوار الجده
"
91	"دخلت جناح لقت جاسر قاعد و الشرر في عينة و عاد الجمود لوجه
"
92	"حور: انا بقي ممكن اعرف في ايه مالك انا من حقي، ...
"
93	"اااااااااااا ه ومسكت وجهها.
"
94	"جاسر صفعها وقالها: انتي هنا ملكيش حقوق انتي هنا خدامة تحت رجلي ولرغباتي، ولما أزهق منك حرميكي في زباله زي اي حاجة وسخة رمتها.
"
95	"حور والدموع في انهيار: جاسر انت اتجننت في ايه انا عملت ايه لكل ده
"
96	"جاسر: في اني كنت شايفك بني ادمه لكن طلعتي زباله
"
97	"حور: بس بقي كفايا تجريح قول علي طول انا عملت ايه
"
98	"جاسر رمي علبه الحبوب في وشها، اقدر اعرف بتعمل ايه دي في دولابك لو انتي مش عاوزة تخلفي مني انا ميشرفنيش اني اجيب ولاد منك وتكويي انتي امهم...
"
99	"ام فاجرة و بلاش اقول بقي تاني
"
100	"حور انا مسمحلكش وانا معرفش ايه جاب العلبه دي هنا واللهي ما اعرف.
"
101	"جاسر: و حتقولي ايه علي دي كمان البرفان ده من النوع اللي بيستخدمو فادي، ايه ريحتة وحشاكي قوي.
"
102	"شقت حور ووضعت أيدها علي فمها: واللهي معرف واللهي انا اول مرة اشوف الحاجات دي
"
103	"راح ماسكه جاسر من شعرها يثبت راسها علي شاشة الموبايل. وآية الصورة دي اظن حتقولي فوتوشوب.
"
104	"حور: انا حفهمك ايه حكاية الصور دي
"
105	"جاسر: وانا مش عاوز افهم وشدها من شعرها تعالي وجرها علي سلالم القصر و اتلم الخدم و داليا وامها و ابوها و التوائم
"
106	"جري التوام علشان يحوشو عنها ولكن جاسر شخط فيهم يقفو مكانهم
"
107	"جاسر: اي حد حيدخل هو حر من انهاردة حور حتقوم بشغل هنيا. و ألبنات كلها وحتنام معاهم مفهوم ومش عاوز حد يعمل حاجة في البيت غيرها.
"
108	"حور: وانا مش حسمحلك تعمل معايا كدة وحطلق منك
"
109	"جاسر: قرب منها ووطي عند ودنها انتي مراتي واعمل فيكي زي منا عاوز لو معملتش اللي عاوزة حرفع عليكي قضية زنا.
"
110	"وسحبها من شعرها لحد مطبخ وقال: ده مقامك يا زباله. ورمها علي الارض ومشا
"
111	"نزلت خديجة جنبها تخضنها و تبطبط عليها معلش يا دكتورة
"
112	"هنية، : قومي يا بنيتي قومي استهدي بالله وصلي ركعتين لربنا ساعديها يا خديجة، لاحولا ولا قوه الا بالله هو شطان ودخل بينكم معلش جاسر ولدي وانا خبراه بيجوم وينزل علي مافيش.
"
113	"دخلت داليا عليهم مطبخ: انتي يا، قلتيلي اسمك ايه مش مهم مش عاوزة اعرف اعملي فنجانين قهوة وهاتيهم في مكتب سيدك جاسر يلا بسرعه يا بتاعه.
"
114	"دخلت حور حجرة مكتب وهي شايلة قهوة لقت جاسر قاعد علي مكتب داليا قاعده فوق مكتب بتبخ سمها في ودانه
"
115	"بتقول: انا كنت عارفة يا واد عمي بس مجدرتش اجولك دي البلد كلتها بتتكلم في حكيوة دي بجي سيرة كبير البلد علي كل لسان في نجع.
"
116	"حور قطع لسانك انا اشرف من عشرة زيك نزلت داليا وجابتها من شعرها فا انقلبت القهوة علي يد حور وهي ساخنة صرخت حور وبداء جلد أيدها يقع
"
117	"صعق جاسر و لكنه فضل واقف مكانه وعليه قناع الجمود
"
118	"جرت حور علي مطبخ و هي تصرخ من الالم
"
119	"نزلت دموع من عين جاسر في الخفاء دون أن يراه أحد و قلبه بيتقطع عليها
"
120	"دخلت حور مطبخ جرت خديجة ايه حصل وملها ايدك
"
121	"حور عاوزة مرهم حرق بسرعة
"
122	"احضرت جديجة مرهم.
"
123	"دخل جاسر وعنية بدور عليها عاوز يطمن وقال: هنية اعملي حسابك بكرة في اكل كتير عندنا حفله حكتب كتابي علي داليا بكرة!
"
1	"بعد ما خلصو رومها علي الارض ده بس شدت ودن علشان تحترمي نفسك
"
2	"نسبنا شوية من بنت المركوب الله يكون في عونها ونرجع بقي لعصافير الكناري بتعونا
"
3	"في الغرفة
"
4	"حور: مافيش اخبار يا مها عن جاسر
"
5	"مها: لا يا حور سمعت من امي أنه لسة في امريكا طول جوي
"
6	"في دخلت عمار
"
7	"عمار، : انتم بتتكلمو عن جاسر صح عندي انا الاخبار كلها بحكم الشغل.
"
8	"جاسر مطول في امريكا شوية أسهم شركه هناك واقعه خالص، بعد وفاة الحاجة فاضيلة انتم عارفين أن معظم شغل بأسمها والمشكلة أن هناك الشركة الأم
"
9	"علشان كده جاسر مش حيعرف ينزل مصر خالص ومتهيقلي حيطول شوية
"
