line	text	word_order	CODA
26655	بكيفهم	2	بكيفهم
26655	اهو	3	اهو
26655	ناكل	4	ناكل
26655	لحالنا	5	لحالنا
35047	اه	1	اه
35047	NULL	2	هاحضره
35047	هحضرلهولك	3	 لك
35047	انا	4	انا
704	علي	1	علي
704	خفف	2	خفف
704	الشغل	3	الشغل
704	علي	4	على
704	شوق	5	شوق
704	وخليها	6	وخليها
704	وظيفه	7	وظيفة
704	عاديه	8	عادية
704	براتب	9	براتب
704	معقول	10	معقول
13632	معارفش	1	ما 
13632	NULL	2	اعرفش
13632	لو	3	لو
13632	جولت	4	قولت
13632	لك	5	لك
13632	اللي	6	اللي
13632	واي	7	وايّاي
13632	هتفهميني	8	هتفهميني
13632	ولا	9	ولا
13632	لا	10	لا
13632	يا	11	يا
13632	ورد	12	ورد
5997	زهقان	1	زهقان
5997	معرفش	2	ما 
5997	NULL	3	اعرفش
5997	عايز	4	عايز
5997	اخرج	5	اخرج
4779	سلسبيل	1	سلسبيل
4779	بلاش	2	بلاش
4779	إعتراض	3	إعتراض
4779	فاضى	4	فاضي
4779	عادى	5	عادي
4779	أنك	6	إنك
4779	تروحى	7	تروحي
4779	للمقر	8	للمقر
4779	معايا	9	معاي
4779	في	10	في
4779	عربيتى	11	عربيتي
35320	جيلان	1	جيلان
35320	مش	2	مش
35320	عارفة	3	عارفة
35320	لحد	4	لحد
35320	دلوقتى	5	دلوقتي
35320	أن	6	إن
35320	احنا	7	احنا
35320	بنتقابل	8	بنتقابل
5290	كنت	1	كنت
5290	هعمل	2	هاعمل
5290	ايه	3	ايه
5290	يعني	4	يعني
5290	مكنتش	5	ما
5290	NULL	6	كنتش
5290	هعمل	7	هاعمل
5290	حاة	8	حاجة
7151	وانتي	1	وانتي
7151	اشربي	2	اشربي
7151	دي	3	دي
7151	ايهاب	4	ايهاب
7151	موصيني	5	موصيني
7151	عليكي	6	عليكي
6078	عايز	1	عايز
6078	أنكشح	2	أنكشح
6078	من	3	من
6078	إهنه	4	إهنه
6078	جبل	5	جبل
6078	العاصفه	6	العاصفة
18280	دى	1	دي
18280	كان	2	كان
18280	موصينى	3	موصيني
18280	لو	4	لو
18280	راله	5	جراله
18280	حاة	6	حاجة
18280	تبجى	7	تبقى
18280	السبحة	8	السبحة
18280	بتاعته	9	بتاعته
18280	من	10	من
18280	نصيبك	11	نصيبك
18280	انت	12	انت
18978	شكلي	1	شكلي
18978	حلو	2	حلو
18978	برنسيسة	3	برنسيسة
15423	ان	1	ان
15423	شاء	2	شاء
15423	الله	3	الله
38827	بلاش	1	بلاش
38827	وقفتك	2	وقفتك
38827	دى	3	دي
38827	الرياح	4	الرياح
38827	بتشتد	5	بتشتد
38827	غير	6	غير
38827	كمان	7	كمان
38827	السما	8	السما
38827	بدأت	9	بدأت
38827	تسرج	10	تسرج
38827	أركبى	11	اركبي
38827	واعتبرينى	12	واعتبريني
38827	السواق	13	السواق
11634	لا	1	لا
11634	طول	2	طول
11634	ما	3	ما
11634	احنا	4	احنا
11634	مع	5	مع
11634	بعض	6	بعض
11634	هنا	7	هنا
11634	مش	8	مش
11634	عايز	9	عايز
11634	اشوفك	10	اشوفك
11634	كدا	11	كدا
11634	طول	12	طول
11634	ماحنا	13	ما 
11634	NULL	14	احنا
11634	مع	15	مع
11634	بعض	16	بعض
11634	انا	17	انا
11634	ابن	18	ابن
11634	عمك	19	عمك
11634	بس	20	بس
11634	ماشي	21	ماشي
4931	فرستك	1	فرستك
4931	جمحت	2	جمحت
4931	وأعلنت	3	وأعلنت
4931	عصيانها	4	عصيانها
4931	عليك	5	عليك
4931	روح	6	روح
4931	رعها	7	رجعها
4931	وخدها	8	وخدها
4931	من	9	من
4931	حضن	10	حضن
4931	أبوها	11	أبوها
4931	لو	12	لو
4931	تجدر	13	تقدر
33080	عرفت	1	عرفت
33080	منين	2	منين
33080	مكان	3	مكان
33080	العياده	4	العيادة
33080	وأنى	5	وأني
33080	هنا	6	هنا
7548	اجدر	1	اقدر
7548	بعون	2	بعون
7548	الله	3	الله
7548	ولو	4	ولو
7548	كان	5	كان
7548	ايه	6	ايه
4952	يا	1	يا
4952	تري	2	ترى
4952	هنشوفكم	3	هنشوفكم
4952	مع	4	مع
4952	بعض	5	بعض
4952	مرة	6	مرة
4952	تانية	7	ثانية
4952	في	8	في
4952	قضايا	9	قضايا
4952	تشغل	10	تشغل
4952	الرأي	11	الرأي
4952	العام	12	العام
4952	وتكون	13	وتكون
4952	حديثة	14	حديثة
4952	زي	15	زي
4952	قضية	16	قضية
4952	رجل	17	رجل
4952	الأعمال	18	الأعمال
4952	أمجد	19	أمجد
4952	التهامي	20	التهامي
23804	اللي	1	اللي
23804	انتى	2	انتي
23804	شيفاه	3	شيفاه
23804	صوح	4	صُح
23804	اعمليه	5	اعمليه
8350	لساتك	1	لساتك
8350	زعلان	2	زعلان
7072	حضرتك	1	حضرتك
7072	المرحومه	2	المرحومة
7072	كانت	3	كانت
7072	في	4	في
7072	حالها	5	حالها
7072	ماكنتش	6	ما 
7072	NULL	7	كانتش
7072	بتحب	8	بتحب
7072	تتكلم	9	تتكلم
7072	مع	10	مع
7072	حد	11	حد
7072	انا	12	انا
7072	عن	13	عن
7072	نفسي	14	نفسي
7072	ماعرفش	15	ما 
7072	NULL	16	اعرفش
7072	عنها	17	عنها
7072	حاجه	18	حاجة
47058	ابعد	1	ابعد
47058	ياض	2	ياض
47058	عن	3	عن
47058	مراتي	4	مراتي
5379	وكمان	1	وكمان
5379	بتتريق	2	بتتريق
5379	أما	3	أما
5379	انت	4	انت
5379	قليل	5	قليل
5379	الذوق	6	الذوق
5379	صح	7	صح
18676	طاب	1	طب
18676	انا	2	انا
18676	طالب	3	طالب
18676	ايدها	4	ايدها
41718	ده	1	ده
41718	غيره	2	غيره
41718	مرضاش	3	ما 
41718	NULL	4	رضاش
41718	يتوز	5	يتجوز
41718	على	6	على
41718	الأرض	7	الأرض
41718	البور	8	البور
41718	اللي	9	اللي
41718	مابتلوش	10	ما 
41718	NULL	11	جابتلوش
41718	غير	12	غير
41718	حتة	13	حتة
41718	بت	14	بت
14971	ايوه	1	ايوه
14971	يابوى	2	يا 
14971	NULL	3	ابوي
14971	ياعينى	4	يا 
14971	NULL	5	عيني
14971	دا	6	دا
14971	مات	7	مات
14971	غرجان	8	عرقان
14971	ربنا	9	ربنا
14971	يرحمه	10	يرحمه
14971	برحمته	11	برحمته
23427	شمس	1	شمس
23427	بلاش	2	بلاش
23427	جنان	3	جنان
23427	لازم	4	لازم
23427	نعرف	5	نعرف
23427	مين	6	مين
23427	ورا	7	ورا
23427	الحادثة	8	الحادثة
23427	ومين	9	ومين
23427	كان	10	كان
23427	بير	11	بير
22213	أنا	1	أنا
22213	زى	2	زي
22213	ما	3	ما
22213	قولت	4	قولت
22213	الصفقة	5	الصفقة
22213	NULL	6	اللي
22213	البين	7	بين
22213	شركتى	8	شركتي
22213	وشركتك	9	وشركتك
22213	مستحيل	10	مستحيل
22213	أنها	11	إنها
22213	تتم	12	تتم
6564	هو	1	هو
6564	انت	2	انتي
6564	مش	3	مش
6564	عايزة	4	عايزة
6564	تدينى	5	تديني
6564	الثواب	6	الثواب
6564	و	7	NULL
6564	لا	8	ولا
6564	ايه	9	ايه
19111	هههههه	1	هههههه
19111	قشطة	2	قشطة
19111	عليك	3	عليك
19111	يا	4	يا
19111	خالود	5	خالّود
24527	بس	1	بس
24527	لازمن	2	لازماً
24527	تعرفوا	3	تعرفوا
24527	أسبابي	4	أسبابي
24527	اللول	5	الاول
24527	جبل	6	قبل
24527	ما	7	ما
24527	تحكموا	8	تحكموا
24527	عليا	9	عليّ
24527	وعلى	10	وعلى
24527	بتي	11	بتي
23822	سليم	1	سليم
23822	واد	2	ولد
23822	عمك	3	عمك
37756	اسمها	1	اسمها
37756	و	2	NULL
37756	يخليك	3	ويخليك
37756	ليا	4	ليّ
23548	أن	1	أن
23548	كنت	2	كنت
23548	تفهم	3	تفهم
23548	ما	4	ما
23548	أقول	5	أقول
23548	فأرجوك	6	فأرجوك
23548	أخرجني	7	أخرجني
23548	من	8	من
23548	هنا	9	هنا
23548	قليلا	10	قليلا
8748	أنت	1	أنت
8748	اذي	2	ازاي
8748	تقف	3	تقف
8748	كدا	4	كدا
8748	مش	5	مش
8748	عارف	6	عارف
8748	أن	7	أن
8748	القاعة	8	القاعة
8748	فيها	9	فيها
8748	ستات	10	ستات
22472	البسي	1	البسي
22472	الاسدال	2	الاسدال
22472	و	3	NULL
22472	الا	4	والا
22472	و	5	NULL
22472	قسما	6	وقسماً
22472	بالله	7	بالله
22472	يا	8	يا
22472	ديما	9	ديما
22472	لازعلك	10	لازعلك
5704	مش	1	مش
5704	لما	2	لما
5704	تبطلي	3	تبطلي
5704	إنت	4	إنت
5704	اللول	5	الاول
5704	إسلوبك	6	إسلوبك
5704	اللي	7	اللي
5704	يحرج	8	يحرق
5704	الدم	9	الدم
5704	دي	10	دي
13818	بيتك	1	بيتك
13818	والله	2	والله
13818	حلوة	3	حلوة
13818	لا	4	لا
13818	يا	5	يا
13818	برنس	6	برنس
13818	انا	7	انا
13818	بخلص	8	بخلص
13818	في	9	في
13818	تمن	10	ثمن
13818	الفيلا	11	الفيلا
13818	وكلها	12	وكلها
13818	لحظات	13	لحظات
13818	وهتبقي	14	وهتبقي
13818	ملكي	15	ملكي
1918	متاكده	1	متاكدة
9022	أنا	1	أنا
9022	ديما	2	دايماً
9022	بفكر	3	بفكر
9022	انا	4	انا
9022	بجد	5	بجد
9022	نفسى	6	نفسي
9022	اكون	7	اكون
9022	أم	8	أم
13491	بس	1	بس
13491	انا	2	انا
13491	اعتقد	3	اعتقد
13491	بسبب	4	بسبب
13491	مجي	5	مجي
13491	حضرتكم	6	حضراتكم
13491	هنا	7	هنا
13491	شمس	8	شمس
13491	هتسامح	9	هتسامح
13491	الشباب	10	الشباب
13491	بس	11	بس
13491	هترفع	12	هترفع
13491	اديها	13	ايديها
13491	من	14	من
13491	على	15	على
13491	الشركة	16	الشركة
13491	وهتعاقب	17	وهتعاقب
13491	الشباب	18	الشباب
13491	بمعرفتها	19	بمعرفتها
5529	أيه	1	ايه
5529	الا	2	اللي
5529	حوصل	3	حصل
5529	يا	4	يا
5529	بتي	5	بتي
50010	و	1	NULL
50010	انتي	2	وانتي
50010	من	3	من
50010	اهل	4	اهل
50010	الخير	5	الخير
50010	يا	6	يا
50010	روحي	7	روحي
42717	انتي	1	انتي
42717	كمان	2	كمان
42717	ليكي	3	لكي
42717	عين	4	عين
42717	تتحدتي	5	تتحدثي
42717	مع	6	مع
42717	مرتي	7	مرتي
42717	مش	8	مش
42717	كفاية	9	كفاية
42717	سكتنلك	10	سكتنا
42717	NULL	11	لك
42717	بعد	12	بعد
42717	العاملة	13	العملة
42717	المنيلة	14	المنيلة
42717	اللي	15	اللي
42717	انتي	16	انتي
42717	عملتيها	17	عملتيها
42717	وبداء	18	وبدأ
42717	يضرب	19	يضرب
42717	فيها	20	فيها
42717	بكل	21	بكل
42717	قوة	22	قوة
42717	و	23	NULL
42717	غضب	24	وغضب
30445	بطل	1	بطل
30445	لع	2	لا
30445	أومال	3	امال
30445	يا	4	يا
30445	متر	5	متر
30445	وخد	6	وخذ
30445	ولدك	7	ولدك
30445	حطه	8	حطه
30445	في	9	في
30445	سريره	10	سريره
30445	وجوم	11	وقوم
30445	خد	12	خذ
30445	لك	13	لك
30445	شاور	14	شاور
30445	على	15	على
30445	ما	16	ما
30445	أمشط	17	أمشط
30445	شعري	18	شعري
30445	لجل	19	لاجل
30445	ما	20	ما
30445	ننزل	21	ننزل
30445	تحت	22	تحت
30445	ونلحج	23	ونلحق
30445	الفطار	24	الفطار
5356	رجل	1	رجل
5356	من	2	من
5356	اكبر	3	اكبر
5356	عائلات	4	عائلات
5356	الصعيد	5	الصعيد
5356	من	6	من
5356	عائلات	7	عائلات
5356	الشافعي	8	الشافعي
5356	فهو	9	فهو
5356	رجل	10	رجل
5356	بما	11	بما
5356	تعني	12	تعني
5356	الكلمه	13	الكلمة
5356	عصبي	14	عصبي
5356	كثيرا	15	كثيرا
5356	و	16	NULL
5356	صارم	17	وصارم
5356	الطبع	18	الطبع
5356	لا	19	لا
5356	يحب	20	يحب
5356	الدلال	21	الدلال
5356	و	22	NULL
5356	لا	23	ولا
5356	يحب	24	يحب
5356	ان	25	ان
5356	يعاند	26	يعاند
5356	معه	27	معه
5356	احد	28	احد
5356	او	29	او
5356	يكسر	30	يكسر
5356	له	31	له
5356	كلمه	32	كلمة
5356	فهو	33	فهو
5356	وكيل	34	وكيل
5356	نيابه	35	نيابة
5356	كبير	36	كبير
5356	لا	37	لا
5356	تأتي	38	تأتي
5356	له	39	له
5356	قضيه	40	قضية
5356	و	41	NULL
5356	لم	42	ولم
5356	ينجح	43	ينجح
5356	بها	44	بها
5356	فهو	45	فهو
5356	طويل	46	طويل
5356	القامه	47	القامة
5356	لديه	48	لديه
5356	جسم	49	جسم
5356	رياضي	50	رياضي
5356	رائع	51	رائع
5356	و	52	NULL
5356	شعر	53	وشعر
5356	اسود	54	اسود
5356	غزير	55	غزير
5356	ولكنه	56	ولكنه
5356	قصير	57	قصير
5356	الطول	58	الطول
5356	و	59	NULL
5356	عيناه	60	وعيناه
5356	مثل	61	مثل
5356	عيون	62	عيون
5356	الصقر	63	الصقر
5356	سوداء	64	سوداء
5356	اللون	65	اللون
5356	لكنه	66	لكنه
5356	ملئ	67	مليئ
5356	بالوسامة	68	بالوسامة
5356	ذو	69	ذو
5356	26	70	26
5356	عاما	71	عاما
32649	ماتردى	1	ما 
32649	NULL	2	تردي
32649	يا	3	يا
32649	جميل	4	جميل
32649	ساكته	5	ساكتة
32649	ليه	6	ليه
49896	نبض	1	نبض
49896	نبض	2	نبض
49896	ردي	3	ردي
49896	عليا	4	عليّ
37670	كيفك	1	كيفك
37670	ياخيتى	2	يا
37670	NULL	3	اختي
21180	اللي	1	اللي
21180	واجفة	2	واقفة
21180	جدامك	3	قدامك
21180	دي	4	دي
21180	و	5	NULL
21180	بلا	6	وبلا
21180	فخر	7	فخر
21180	بتعمل	8	بتعمل
21180	جهوة	9	قهوة
21180	عظمة	10	عظمة
21180	بدليل	11	بدليل
21180	إن	12	إن
21180	أبوي	13	أبوي
21180	مهيشربش	14	ما
21180	NULL	15	هيشربش
21180	جهوته	16	قهوته
21180	إلا	17	إلا
21180	من	18	من
21180	يدي	19	يدي
21180	حتى	20	حتى
21180	أمي	21	أمي
21180	مهتعرفش	22	ما
21180	NULL	23	هتعرفش
21180	تظبطها	24	تظبطها
21180	له	25	له
21180	كيف	26	كيف
21180	ما	27	ما
21180	بتظبطها	28	بتظبطها
21180	صفا	29	صفا
21343	اسفك	1	اسفك
21343	مقبول	2	مقبول
21343	ياابن	3	يا 
21343	NULL	4	ابن
21343	خالى	5	خالي
21343	عايزة	6	عايزة
21343	اعرف	7	اعرف
21343	لم	8	لما
21343	انت	9	انت
21343	متفهم	10	متفهم
21343	موضوع	11	موضوع
21343	الطار	12	الثار
21343	وكمان	13	وكمان
21343	وليد	14	وليد
21343	وجدو	15	وجدو
21343	واكيد	16	واكيد
21343	تيتة	17	تيتة
21343	معاكم	18	معاكم
21343	مين	19	مين
21343	بقى	20	بقى
21343	المشكلة	21	المشكلة
16017	هو	1	هو
16017	فعلا	2	فعلا
16017	مافيش	3	مافيش
16017	مفر	4	مفر
16017	منك	5	منك
2939	اقعد	1	اقعد
2939	يا	2	يا
2939	ناصر	3	ناصر
2939	أنت	4	أنت
2939	تعبان	5	تعبان
2939	وهو	6	وهو
2939	أهو	7	أهو
2939	ربنا	8	ربنا
2939	يسلمه	9	يسلمه
2939	ده	10	ده
2939	يونس	11	يونس
2939	أخوه	12	أخوه
30630	وأحنا	1	وأحنا
30630	كمان	2	كمان
30630	يلا	3	يلا
21583	الحمد	1	الحمد
21583	الله	2	الله
128	صفا	1	صفا
128	عاملة	2	عاملة
128	إيه	3	إيه
128	دلوك	4	دلوق
128	يا	5	يا
128	مرت	6	مرة
128	عمي	7	عمي
3643	انا	1	انا
3643	مش	2	مش
3643	حرد	3	حارد
3643	عليك	4	عليك
3643	كل	5	كل
3643	واحد	6	واحد
3643	عارف	7	عارف
3643	هو	8	هو
3643	عمل	9	عمل
3643	ايه	10	ايه
3643	وانا	11	وانا
3643	مهربتش	12	ما 
3643	NULL	13	هربتش
3643	غير	14	غير
3643	لما	15	لما
3643	انت	16	انت
3643	هنت	17	هنت
3643	كرامتي	18	كرامتي
3643	يا	19	يا
3643	جاسر	20	جاسر
3643	باشا	21	باشا
3643	و	22	NULL
3643	وشفت	23	وشفت
3643	ليل	24	ليل
3643	انا	25	انا
3643	مبشتغلش	26	ما
3643	NULL	27	بشتغلش
17381	كفاية	1	كفاية
17381	نصايح	2	نصايح
17381	يا	3	يا
17381	شوشو	4	شوشو
17381	وخلينا	5	وخلينا
17381	نسلم	6	نسلم
17381	ع	7	على
17381	العروسة	8	العروسة
17381	قبل	9	قبل
17381	ما	10	ما
17381	تمشي	11	تمشي
38645	قومى	1	قومي
38645	يا	2	يا
38645	بنتى	3	بنتي
38645	لو	4	لو
38645	نازلة	5	نازلة
38645	اسكندرية	6	اسكندرية
11105	يعني	1	يعني
11105	ايه	2	ايه
11105	كنت	3	كنت
11105	لبسه	4	لابسة
11105	عباية	5	عباية
11105	باللون	6	باللون
11105	الاسود	7	الاسود
11105	وسايبة	8	وسايبة
11105	شعري	9	شعري
11105	على	10	على
11105	طول	11	طول
11105	ظهري	12	ظهري
29651	ولا	1	ولا
29651	حاجة	2	حاجة
29651	روحى	3	روحي
29651	يلا	4	يلا
29651	ألبسى	5	البسي
29651	عشان	6	عشان
29651	نمشى	7	نمشي
8166	طب	1	طب
8166	يا	2	يا
8166	ريت	3	ريت
8166	تبلغيه	4	تبلغيه
8166	ان	5	ان
8166	النقيب	6	النقيب
8166	حازم	7	حازم
8166	زكريا	8	زكريا
8166	الهوارى	9	الهواري
8166	هنا	10	هنا
8166	و	11	NULL
8166	عايز	12	وعايز
8166	يقابله	13	يقابله
32688	واخدنى	1	واخذني
32688	على	2	على
32688	فين	3	فين
11921	كان	1	كان
11921	فين	2	فين
11921	عقلك	3	عقلك
11921	لما	4	لما
11921	أتسحبتم	5	اتسحبتم
11921	خرجتى	6	خرجتي
11921	إنتى	7	انتي
11921	وأختك	8	وأختك
11921	من	9	من
11921	البيت	10	البيت
11921	كيف	11	كيف
11921	الحراميه	12	الحرامية
11921	بدل	13	بدل
11921	ما	14	ما
11921	تكونى	15	تكوني
11921	الكبيره	16	الكبيرة
11921	والعاقله	17	والعاقلة
11921	بتتجننى	18	بتتجنني
11921	أكتر	19	أكتر
11921	من	20	من
11921	أختك	21	أختك
11921	الصغيره	22	الصغيرة
11921	من	23	من
11921	غير	24	غير
11921	ما	25	ما
11921	تحسبى	26	تحسبي
11921	حساب	27	حساب
11921	لجوزك	28	لجوزك
11921	ربنا	29	ربنا
11921	يستر	30	يستر
11921	وتعدى	31	وتعدي
11921	الليله	32	الليلة
11921	على	33	على
11921	خير	34	خير
15098	يا	1	يا
15098	رب	2	رب
15098	نفسي	3	نفسي
15098	اتجوز	4	اتجوز
15098	قبل	5	قبل
15098	ما	6	ما
15098	اموت	7	اموت
27502	اللي	1	اللي
27502	يريحك	2	يريحك
27502	يا	3	يا
27502	داليدا	4	داليدا
27502	بس	5	بس
27502	انا	6	انا
27502	مش	7	مش
27502	هطلقك	8	هطلقك
27502	و	9	NULL
27502	آخر	10	وآخر
27502	ما	11	ما
27502	أزهق	12	أزهق
27502	هقتلك	13	هقتلك
27502	لأنك	14	لأنك
27502	مش	15	مش
27502	هتكوني	16	هتكوني
27502	لغيري	17	لغيري
4787	انا	1	انا
4787	محدش	2	ماحدش
4787	يجدر	3	يقدر
4787	يخطفنى	4	يخطفني
4787	منك	5	منك
4787	يا	6	يا
4787	بدور	7	بدور
4787	و	8	NULL
4787	بعدين	9	وبعدين
4787	انا	10	انا
4787	مالى	11	مالي
4787	و	12	NULL
4787	مال	13	ومال
4787	NULL	14	الحريم
4787	الحريمكفاية	15	 كفاية
4787	انت	16	انتي
4787	معايا	17	معايّ
4787	بكل	18	بكل
4787	حريم	19	حريم
4787	الدنيا	20	الدنيا
37045	نعم	1	نعم
37045	قولتيلي	2	قولتي
37045	NULL	3	لي
37045	عايزاك	4	عايزاك
37045	في	5	في
37045	كلمتين	6	كلمتين
15772	بالراحة	1	بالراحة
15772	بس	2	بس
15772	قبل	3	قبل
15772	ما	4	ما
15772	تتسرعوا	5	تتسرعوا
15772	في	6	في
15772	الكلام	7	الكلام
15772	انتي	8	انتي
15772	يا	9	يا
15772	سلمى	10	سلمى
15772	للأسف	11	للأسف
15772	كنت	12	كنت
15772	فاكراكي	13	فاكراكي
15772	أقوى	14	أقوى
15772	من	15	من
15772	كدا	16	كدا
15772	فين	17	فين
15772	إيمانك	18	إيمانك
15772	يا	19	يا
15772	بنتي	20	بنتي
15772	قل	21	قل
15772	لن	22	لن
15772	يصيبنا	23	يصيبنا
15772	إلا	24	إلا
15772	ما	25	ما
15772	كتب	26	كتب
15772	الله	27	الله
15772	لنا	28	لنا
15772	صدق	29	صدق
15772	الله	30	الله
15772	العظيم	31	العظيم
15772	أنا	32	أنا
15772	مقدرة	33	مقدرة
15772	حزنك	34	حزنك
15772	على	35	على
15772	المرحوم	36	المرحوم
15772	لكن	37	لكن
15772	ليه	38	ليه
15772	ما	39	ما
15772	تبصيش	40	تبصيش
15772	من	41	من
15772	ناحية	42	ناحية
15772	تانية	43	ثانية
15772	المرحوم	44	المرحوم
15772	في	45	في
15772	حكم	46	حكم
15772	الشهيد	47	الشهيد
15772	ودا	48	ودا
15772	جزاؤه	49	جزاءه
15772	كبير	50	كبير
15772	أوي	51	أوي
15772	عند	52	عند
15772	ربنا	53	ربنا
15772	شوفي	54	شوفي
15772	هو	55	هو
15772	كان	56	كان
15772	هيموت	57	هيموت
15772	في	58	في
15772	ساعته	59	ساعته
15772	دي	60	دي
15772	ويومه	61	ويومه
15772	دا	62	دا
15772	لكن	63	لكن
15772	مش	64	مش
15772	يمكن	65	يمكن
15772	كان	66	كان
15772	يموت	67	يموت
15772	مع	68	مع
15772	حامد	69	حامد
15772	رشوان	70	رشوان
15772	يعني	71	يعني
15772	عاصي	72	عاصي
15772	لربه	73	لربه
15772	لكن	74	لكن
15772	هو	75	هو
15772	مات	76	مات
15772	وهو	77	وهو
15772	بيدافع	78	بيدافع
15772	عن	79	عن
15772	عرض	80	عرض
15772	وشرف	81	وشرف
15772	شوفتي	82	شوفتي
15772	ربك	83	ربك
15772	رحيم	84	رحيم
15772	بيه	85	بيه
15772	أكتر	86	أكتر
15772	من	87	من
15772	نفسه	88	نفسه
15772	إزاي	89	إزاي
15772	وبعدين	90	وبعدين
15772	الفرح	91	الفرح
15772	دا	92	دا
15772	الشيء	93	الشيء
15772	الطبيعي	94	الطبيعي
15772	بعد	95	بعد
15772	كتب	96	كتب
15772	الكتاب	97	الكتاب
15772	لأنكم	98	لأنكم
15772	فعلا	99	فعلا
15772	في	100	في
15772	حكم	101	حكم
15772	المتجوزين	102	المتجوزين
15772	وأنا	103	وأنا
15772	بصراحة	104	بصراحة
15772	ضد	105	ضد
15772	أن	106	إن
15772	المواضيع	107	المواضيع
15772	دي	108	دي
15772	تطول	109	تطول
15772	صدقوني	110	صدقوني
15772	حبايبي	111	حبايبي
15772	بيحصل	112	بيحصل
15772	خلافات	113	خلافات
15772	ومشاكل	114	ومشاكل
15772	على	115	على
15772	أقل	116	أقل
15772	حاجة	117	حاجة
15772	فأنا	118	فأنا
15772	شايفة	119	شايفة
15772	أننا	120	إننا
15772	نتوكل	121	نتوكل
15772	على	122	على
15772	ربنا	123	ربنا
15772	ولو	124	ولو
15772	أني	125	إني
15772	حاسة	126	حاسة
15772	اننا	127	إننا
15772	هنتزنق	128	هنتزنق
15772	في	129	في
15772	الوقت	130	الوقت
15772	احنا	131	احنا
15772	لسه	132	لسه
15772	ما	133	ما
15772	جهزناش	134	جهزناش
15772	حاجة	135	حاجة
15772	أنا	136	أنا
15772	صحيح	137	صحيح
15772	كنت	138	كنت
15772	بجهزكم	139	بجهزكم
15772	من	140	من
15772	وانتم	141	وانتم
15772	صغيرين	142	صغيرين
15772	لكن	143	لكن
15772	بردو	144	بردو
15772	فيه	145	فيه
15772	حاجات	146	حاجات
15772	ناقصة	147	ناقصة
15772	ايه	148	ايه
15772	رأيك	149	رأيك
15772	في	150	في
15772	كلامي	151	كلامي
15772	يا	152	يا
15772	رؤوف	153	رؤوف
11276	عشان	1	عشان
11276	خاطري	2	خاطري
11276	يا	3	يا
11276	ستي	4	ستي
11276	والله	5	والله
11276	هيا	6	هي
11276	نص	7	نص
11276	ساعة	8	ساعة
5338	انتى	1	انتي
5338	لازم	2	لازم
5338	تصلحى	3	تصلحي
5338	العملتيه	4	اللي 
5338	NULL	5	عملتيه
28419	يلا	1	يلا
28419	خدوا	2	خذوا
28419	الشاي	3	الشاي
9059	هو	1	هو
9059	أنت	2	أنت
9059	فاكر	3	فاكر
9059	أن	4	إن
9059	موضوع	5	موضوع
9059	مروج	6	مروج
9059	ده	7	ده
9059	دخل	8	دخل
9059	دماغي	9	دماغي
9059	ممكن	10	ممكن
9059	يكون	11	يكون
9059	الا	12	اللي
9059	هنا	13	هنا
9059	صدقوا	14	صدقوا
9059	لكن	15	لكن
9059	أنا	16	أنا
9059	لا	17	لا
9059	يا	18	يا
9059	فهد	19	فهد
9059	البنت	20	البنت
9059	دي	21	دي
9059	حكايتها	22	حكايتها
9059	غريبة	23	غريبة
9059	وتصممها	24	وتصميمها
9059	أنها	25	إنها
9059	تأذيني	26	تأذيني
9059	بيأكد	27	بيأكد
9059	كدا	28	كدا
19128	يالا	1	يلا
19128	يا	2	يا
19128	قلبي	3	قلبي
19128	الحمام	4	الحمام
19128	جاهز	5	جاهز
11812	مع	1	مع
11812	السلامة	2	السلامة
54133	صحيح	1	صحيح
54133	يا	2	يا
54133	ليث	3	ليث
54133	مرات	4	مرات
54133	عمي	5	عمي
54133	بتجول	6	بتقول
54133	انه	7	انه
54133	عمي	8	عمي
54133	بيوضب	9	بيوضب
54133	شجة	10	شقة
54133	شقة	11	شقة
54133	تانية	12	ثانية
54133	غير	13	غير
54133	تبع	14	تبع
54133	زين	15	زين
54133	لمين	16	لمين
54133	ديه	17	دي
16363	مالك	1	مالك
16363	جدك	2	جدك
16363	لا	3	لا
16363	ليه	4	ليه
16363	في	5	فيه
16363	ايه	6	ايه
12813	لا	1	لا
12813	بقي	2	بقي
12813	اوعي	3	اوعي
12813	تعيطي	4	تعيطي
12813	المكياج	5	المكياج
12813	هيبوظ	6	هيبوظ
13038	عيب	1	عيب
13038	ع	2	على
13038	فكرة	3	فكرة
13038	انا	4	انا
13038	ست	5	ست
13038	متجوزه	6	متجوزة
27342	حسين	1	حسين
27342	اهدى	2	اهدي
27342	متضيعش	3	ما
27342	NULL	4	تضيعيش
27342	نفسك	5	نفسك
30731	مش	1	مش
30731	عارفة	2	عارفة
30731	هي	3	هي
30731	طلبت	4	طلبت
30731	تصلى	5	تصلي
30731	وجبتلها	6	وجبت
30731	NULL	7	لها
30731	اسدال	8	اسدال
30731	وقالت	9	وقالت
30731	هتنام	10	هتنام
30731	بعد	11	بعد
30731	كدة	12	كدة
30731	جيت	13	جيت
30731	دلوقتى	14	دلوقتي
30731	اطمن	15	اطمن
30731	عليها	16	عليها
30731	بس	17	بس
30731	لاقيت	18	لقيت
30731	الورقة	19	الورقة
30731	دى	20	دي
30731	وفهمت	21	وفهمت
30731	انها	22	انها
30731	تقصد	23	تقصد
30731	ان	24	ان
30731	في	25	فيه
30731	مشاكل	26	مشاكل
