line	text
2	فاضل ساعتين على الفجر، ناميهم و اول ما تصحي هخلي ماما تعملك اكل
3	لا انا عايزه دلوقتي، فضلت تهز فيه. يلا قوم يا ادهم
5	يا حبيبتي انزل فين دلوقتي افرضي حد شافني هيبتي فين
6	مليش دعوه انا جعانه
7	حاضر حاضر عايز تاكلي اي.
8	بص كان فيه برطمان جبنة جنب البوتجاز تحت هتلي منه، وكمان فيه بصل اخضر فوق التلاجه، و مانجا شفتها امبارح هتلي اتنين
10	حاضر يا حبيبتي
13	مفيش حاجه من إلى قالت عليها هنا، انا كان مالي
14	بتعمل اي
16	آيه جعانه. احم و مكنتش عايز اصحي ماما وكمان الخدامه لسه نايمه من شويه مينفعش اصحيها
17	ومالك مكسوف كدا، دا بيتك تعمل فيه إلى يعجبك، على العموم هي قلتلك هتاكل حاجه معينه
18	ايوه جبنة وبصل وبتقول في مانجا في التلاجه بس انا مش عارف فين
19	تعاله، عباس طلع برطمان، وطلع منه حته بلمعلقه
20	بص هي المانجا مش في التلاجه شمس بتشيلهم علشان عبدالرحمن بيسرقهم بليل وبيتعب لو اكل منها.
21	طاب فين
22	دور في الرفرف إلى فوق
24	ادهم خلصنا
25	بس يا ب الهناء وشفاء يا ريس، ادهم شال الصنيه و عباس كان رايح يطفي النور ويطلع
26	بابا استنا في سلك مقطوع
27	ياااااها يا ريتني كنت مسك فيا السلك من زمان
28	اي الكلام دا بعد الشر طبعا
29	روح يا ادهم اتاخرت على آيه
30	طاب سيب النور متطفهوش و انا بكره هصلحه.
31	حاضر، ادهم طلع بل اكل لآيه
34	يااااها تسلم ايدك الواحد كان هيموت من الجوع
36	ب الهناء يا روحي. هنام بقا ولا اي
38	ايوه هنام
41	اصلك انتي متعرفيش امينه دي من زمان وهي حاطه عينها على عباس، بس اسكتلها، بعد جوزانا باسبوع جايه تتمايص عليه رحت عطياها العلقة التمام من سعتها و معرفش عنها حاجه غير انها اتجوزت. وهو زي مسمعت من الست إلى كانت قاعده معانا من شويه رجعت اطلقت تاني، علشان كدا انا مبتقهاش
42	دا انتي اول ما المرا قلتلك نزلتي عليها حجاره من السماء.
43	امااااال، وبعدين بيني وبينك البت دي مايصه ومن صغري و مبحبهاش
44	لا المرادي هتخاف تهوب نحيت هنا، دا احنا ناكلها
45	طاب هو ادهم بيحب المحشي يعنى ولا نعمله حاجه تاني
46	ادهم بيموت في حاجه اسمها محشي
47	و عبدالرحمن وايهاب
49	حرام كدا يا ماما يعنى انتي هاريه مراتي في المطبخ من الصبح، ومرات ادهم و ايهاب لا.
50	مرات ادهم في الكليه وربنا يعينها المشوار لوحده يتعب، و مرات ايهاب تعبت وطلعت ترتاح شويه
52	خااااااااالتي جعااااااااانه
53	آااااااايه
55	طاب مش تقوليلي انه جوه
56	وفي حد يدخل يجعر كدا
58	ازيك يا جدو.
59	الحمدالله بخير يا بنتي كيف كان يومك
60	الحمدالله كويس يا جدي، ايه بصت لادهم إلى بيبصلها بحده
61	اطلعي على فوق دقيقه وهحصلك
62	حاضر
64	إلى يشوف ناس كدا امبارح بليل وهي بتعمل اكل ميشوفهاش كدا
66	كنت فين يا بابا
68	نفرين تعبو من العمال و في نقلت بطاطس لازم تتحمل بسرعه علشان تلحق توصل قبل الليل هحملنها انا وايهاب
69	وحضرتك تتعب نفسك وتشيل ليه انا رحت فين، سكت شويه، ولا انا مش ابنك زي ايهاب
70	لا ابدا والله بس انا قلت بلاش اتعبك واكيد انت مش هتعرف في الشغل دا. حتا عبدالرحمن مقلتلوش والله
71	ماشي بس متحصلش تاني انا موجود ترن عليا
72	بس كدا من عنيا حد لاقي يرتاح و ميرتحش.
73	الحريم خلصو الغداء ولا لا
74	بيجهزو فيه لسه.
76	اي إلى واجعك
77	بطني وجعاني اوي
79	طاب دي اعراض شهريه ولا اي
80	لا بقالي يجي شهرين مفيش حاجه
82	هنزل اجبلك اختبار واجي بسرعه، ايهاب نزل بلهفه
83	رايح فين يا ايهاب الغداء خلاص جاهز
84	مش هطول، بعد شويه ايهاب رايح جاي في الاوضه بقلق، حور طلعت ايهاب جري بلهفه
85	طلع اي.
87	حامل
89	مبروك يا عمري، ه. هنزل اقلهم تحت
91	مبروك يا حبيبي الف مبروك عقبال عبدالرحمن كمان، ادهم والكل بركله بفرحه و حور نزلت والكل بركلها. و تمنو لشمس و عبدالرحمن، بعد شويه كانت العيله كلها متجمعه على الاكل
3	في حاجه
5	رد
8	رد انا معاك والله
10	الو.
11	ا. ايهاب. ايهاب يا ادهم
12	ماله ايهاب هو كويس صح
13	انصاب وفي المستشفى يا ادهم
14	ازي يعنى انصاب، انا جاي دلوقتي. ادهم قفل واتجه ياخد مفاتيحه و حاجته
15	ادهم في اي
16	ايهاب انصاب
17	طاب انا هاجي معاك
18	مينفعش يا آيه
19	لا هاجي يا ادهم
21	قولي لماما تلبس ويلا بسرعه
22	حاضر.
25	وربنا ما هرحمها بنت ال، ولسه هيطلع
26	استنا لما اخوك يطلع من العمليات نطمن عليه وبعد كدا اعمل إلى يعجبك
27	انت عايزني استنها لما تهرب برا البلد
28	مش هتهرب، عبدالرحمن اتنهد ورجع مكانه وهو عمال بتحرك في الممار بغضب، بعد اربع ساعات في العمليات ادهم وصل دخل المستشفى بكل غضب.
29	ايهاب فين الدكتور قالكم اي عن حالته
30	لسه في العمليات مستنين الدكتور يطلع
31	ازي حصل كل دا كنتو فين. مين كان معاه في لحظتها
33	مراته
34	اي إلى حصل شفتي شكل إلى ضرب النار
35	م. مخدتش بالي. ا. اوي ب. بس. وصفتله شكل الراجل.
36	خلاص اهدي هو هيبقا كويس. ادهم بعد شويه وعمل تليفون. بس الكل كان سامع المكالمه من صوته العالي وعرفو انه بيتكلم مع ظابط. ادهم رجع وقف معاهم تاني
37	معلش بس هو انت مين
39	ادهم الخولي اخوك. ودي آيه مراته. ودي مراتي التانيه
42	عايزين دم بسرعه
43	فصيلت دمه اي.
44	O نفس فصيلت دم ادهم
45	تمام يلا
46	بس محاتجين كميه كبيره ود غلط على شخص واحد
47	يلا انتي لسه هتحكي، ادهم راح مع الممرضه ونوسه وآيه قعدو، بعد شويه ادهم رجع وهو بيحرك ايده على دراعه بوجع آيه قربت منه
48	انت كويس
51	هيبقا كويس
52	ان شاءالله، بعد وقت طلع الدكتور وكلهم جريو عليه
53	طمنا يا دكتور هو كويس.
54	احنا عملنا إلى علينا و ان شاءالله يبقا كويس بس حالته صعبه الصراحه الرصاصه جات جنب القلب مباشرة
55	طاب هيفوق امتا يا دكتور
56	قدامه اربعة وعشرين ساعه ادعوله يفوق علشان لو مفقش هيدخل في غيبوبه، ربنا يقومه ليكم بسلامة مرا تاني، ادهم كان واقف بعيد شويه الدكتور اول ما طلع من لمة العيله شاف ادهم
57	ادهم الخولي صح
59	ايوه.
60	انت مش فاكرني ولا اي دا انا كل عربياتي من عندك، هو إلى جوه دا اخوك
61	ايوه
62	ان شاءالله يقوم بسلامه
63	يارب يا دكتور يا رب
64	خلاص يا ماما روحي ارتاحي انتي وجدي هو مش هيفوق غير بكره
65	انا مش هتلحللح من هنا
66	خلاص يا شمس قومي انت وخدي الجماعه معاكي اكيد جين من سفر وتعبانين
67	ياريت علشان مراتي حامل
68	ماشي
69	السواق تحت هيوصلكم.
70	يلا يا جدي
71	انا مش هسيب ايهاب لو على رقبتي
72	يا بوي علشان تاكل وتشرب علاجك وترتاح شويه وبكره الصبح من النجمة وهخلي السواق يجيبك
73	بس...
74	علشان خاطري يا بوي
79	انا مش عدوتك ولا هخد جوزك منك يومين ادهم يطمن على اخوه وهنمشي علطول، خدي اسندي طولك
81	المريض فاق، الكل قام ودخل جوه بلهفه اولهم حور إلى اترمت في حضن ايهاب بعياط ايهاب اتأوه بتعب وحط ايده على ضهرها
83	الف سلامه عليك يقلب امك
84	الله يسلمك يا امي
85	سلامتك يا ايهاب
86	الله يسلمك يا جدي.
88	خضيتني عليك
89	معلش، ايهاب لاحظ وجود ادهم إلى واقف بعيد
90	ادهم تعاله
92	ان شاءالله كنت انا وانت لا
93	اي إلى بتقوله دا يا ادهم بعد الشر عليك، وبعدين كدا تخلي مراتك تكرهاني، ادهم ابتسم ومسح دموعه
94	طاب يلا يا جماعه نسيبه مع مراته شويه
95	اقسم بالله محد فهمني غيرك
97	الف سلامه يا استاذ ايهاب.
98	الف سلامه عليك يا ايهاب
99	لله بسلمكم، الكل طلع وساب حور إلى لسه مرميه في حضن ايهاب. ايهاب بص لها وحرك ايده على شعرها
100	مش كفايه عياط طيب
101	قلبي وقع عليك والله العظيم انا لحد دلوقتي مش قادره استوعب ولا انسا لما وقعت بين اديا سايح في دمك
102	وانا الحمدالله بخير دلوقتي
103	مش قادره يا ايهاب مش قادره
104	قولي الحمدالله
105	الحمدالله
107	طبعا بقالنا يومين مكلناش
108	الصراحه ايوه
109	اخف بس وانا هربيكي
111	لازم افحص المريض، الدكتور فحص ايهاب
112	الف سلامه يومين واكتبلك على خروج ان شاءلله
113	ان شاءالله.
115	انتي بتضحكي عليا بقالك كدا اي كل يوم هببقا ليا
116	لك اهدي شوي. شو صار
117	آيه هانم حامل
118	اكتير منيح بنخطف مراته وبنهددو بيها
119	يومين بس وراح نفذ
120	بجد انتي احله اخت في الدنيا
122	اي اي بحط، ااااااااه، مكملتش كلامها بسبب عربيه خبط فيها وووو.
3	ازيك
4	الحمدلله. ادهم بص اللي واقف معاها، عباس رد بحب. دا ايهاب. همس. اخوك الكبير. رجع كمل بصوت عالي. وفي تاني عبدالرحمن بس مقدرش يجي علشان رجله وجعاه
6	لا الف سلامه عليه
7	الف مبروك
8	لله يبارك فيك
10	الف مبروك يا آيه زين مخترت ولله
11	لله يبارك فيك يا عمي
13	اخونا صح
14	م. مش فاهمه
15	ادهم دا يبقا اخونا. واللي واقفه هناك و تبقا مراتك التانيه
16	و. وانت عرفت منين
18	نشوف الحوار دا بعدين. دلوقتي لازم اعمل الواجب في فرح اخوي الصغير.
20	جدي قاعد لوحده تحت
22	ايوه
24	هروح اطمن عليه
25	بس رجلك وجعاك ومش هتقدر تنزل
26	مش وجعاني اوي يعني
27	طاب انا هلبس وجايه وراك
28	ماشي
31	جدي. جدي فوق، كمل بصوت عالي. ياا هاشم، هاشم، الغفير جه جري عليه بخضه.
32	خير يا عبدالرحمن بيه في حاجه
33	شيل معاي جدي بسرعه، شمس نزلة بخضه على الصوت
34	يلهوي ماله جدي
35	معرفش نزله لقيته واقع. هنروح المستشفى ماتطلعيش من البيت. نامي مع حور. عبدالرحمن بيكلمها وهو بيلملم حاجاته بسرعه.
39	الف مبروك يا خويا. ادهم اتثمر مكانه مش عارفه يعمل اي ولا يقول اي حتا
40	إلى بينك وبين ابويا دي حاجه تخصكم لاكن انت اخوي الصغير لو رفضت دا فاهم
41	ا. انا يعنى
42	محتاج اتكلم معاك. اكيد مش هنتكلم هنا
43	اه طبعا اكيد اتفضلو. ادهم خدهم وطلعو فوق.
44	قلي بقا انت شغال اي
45	فاتح معرض عربيات
46	حلو. ومعاك شهادات اي
47	هندسه بس ملقتش شغل ففتحت المعرض
48	حتا عبدالرحمن خريج هندسه برضو و ملقيش شغل وسافر برا مصر
49	بس انا مكنش ينفع اسافر مش هسيب ماما وبنت خالتي
50	حلو برضو معرض العربيات بيكسب
51	ايوه انا فاتح كذا فرع و كمان مساهم في كذا شركه نضيفه بتصنع عربيات
52	اللهم مبارك عليك
54	وانت
55	انا خربج طب يا سيدي بس شغال مع جدي في لارض ومصلحت البلد
57	ولله جدي مش وحش وهو شديد شويه بس حنين وبحبنا ولله
58	بيحبكم
60	ولو عرف بيك هيحبك زينا وكتر
63	اي يا عريس مش هتتحنا.
65	ايهاب اخوي يا اسر، اسر صحبي يا ايهاب
66	اهلا وسهلا تشرفت
67	احم انا اكتر
68	طاب اي يا عريس مش هتتحنا
70	ايهاب متكترش مبحبهاش، انا بس بحط علشان انتو مصرين.
72	اسكت ياض وبعدين دي سنه عن النبي
74	تعاله يا بوي. عباس بص لادهم بمعني اجي ادهم عدل وشه الناحيه التانيه، ايهاب رح سحب ابوه وقعده على السرير وعطاه الحنه وفعلا عباس خدها بتردد وحناه، عند آيه الضحك مالي الاوضه وفي وحده بترسملها الحنه.
76	على مهلك يا جدي. تحب اشيلك
78	لا انا كويس
80	انت كويس يا جدي
81	الحمدلله انا كويس يا بنتي، بس دخلني اوضتي يا عبدالرحمن
83	انا هفضل قبالك يا جدي مش هسيبك.
84	روحي انتي يا شمس مع جوزك هو تعبان وانا هفضل معا جدي، كل دا وعبدالرحمن مش معاهم نزل على لارض وخد حته من الازاز المكسور.
86	منمتيش ليه
88	بسم لله الرحمن الرحيم انت جيت امتا
89	جيت من شويه منمتيش ليه بقا
90	من الحنا مضيقاني ومش عارفه اتحرك ولا ا. اي دا استنا انت ازي جيت هنا ورجليك فيهم حنا
91	لا انا غسلته علطول
93	حرام عليك مسبتهاش تحمر اكتر ليه
94	وريني كدا كاتبين اسمي صح
96	اه. شروق كتبته
97	فين
98	دور
100	اممم طاب انا مش شايف حاجه
101	لا دور
103	طاب انتو كتبينه كل حرف في مكان
104	لا كامل كله على بعضه
105	ايوه. اهو لقيته، اممم البت دي كاتبه غلط على فكره
106	لا صح يا ادهم
107	لا قلت غلط
108	صح يا ادهم
110	ماشي صح متزعليش، ادهم و آيه فضلو يتكلم لحد ما نامو في حضن بعض وووو.
1	ماله جدي
2	انا مش كدا يا بيه وكنت مفكره ان جدك راجل كبير وقد ابويا بس طلع
3	احترمي نفسك وعرفي بتتكلمي على مين
4	انا عارفه يا بيه بتكلم على مين كويس و انا مستحيل اسكت على إلى حصل
5	حصل اي بظبط
8	هننزل دلوقتي عند جدي عارفه لو طلع إلى بتقوليه دا كذب هعمل فيكي ايه
9	الله يسامحك يا بيه
11	جدي انت كويس. جمال اخد نفس وغمض عنيه. ايهاب شاله وقام وهو مش شايف قدامه حط جده في العربيه وحتا ملحظش حور و جميله إلى ركبو معاه. وجميله عامله نفسها بتعيط اما حور كانت بتحاول تفوق جمال.
14	بس
17	في اي الواحد م، سكت لما شاف شمس
19	صباح الخير
21	صباح النور يا عمري
22	قوم يا كاسول الوقت اتاخر.
23	لا ااحنا مش هننزل هنفضل هنا النهاردة
24	هننزل نفطر معاهم حتا
25	ماشي بس نطلع تاني
26	ماشي
28	حضريلي الحمام، بعد شويه عبدالرحمن كان نزل وايده في ايد شمس بحب لقي الكل قاعد وعلى وشهم علامات القلق
29	في اي
30	جدك
31	ماله هو فين
32	معرفش تعب ايهاب وحور خدوه وراحو المستشفى واتصلت بايهاب قال شويه وجاي.
33	في اي مستشفى
34	في
35	انا ريحلهم.
37	ادهم صباح الخير
38	اسمعي مش معنا اني وفقت على صفقة اختك يبقا خلاص وشك ملامحوش في مكتبي غير لما اطلبك فاهمه
39	تمام بس انا كنت جايه اوريك شويه تصميم مختلفه لعربيات، ابتسمت وكملت. وعلى فكره معنديش مانع لو اتصميم دا عجبت الناس وطلبتها وخليتها باسم الشركه بتاعتك.
40	مبخدش تعب حد التصميم هتنزل باسمك واول اصدار هيكون لاختك. واتمنا ميكونش في تعامل بينا تاني. ويلا على مكتبك
45	حصل اي يا اسلام جدي كويس
46	احم الحج واخد منشط ودي حاجه غلط في اللي سنه دا عليه، وعمله لخبطه في الجهاز العصبي بتاعه.
47	طاب اكيد تقدر تعرف المنشط دا متاخد معا اي يعنى ممكن عصير او شاي
48	اه طبعا، بس لا هو واخدها عادي من غير حاجه
50	طاب تمام معلش يا اسلام ممكن الموضوع دا يفضل بينا اكيد الدوا اتبدل
51	اه اكيد
55	احم ممكن اسالك على حاجه
56	اه اكيد
57	مين إلى واقفه هناك دي
58	حور الخولي بنت عم ايهاب بيه
59	ااه تمام شكرا
61	راحت فين
63	معرفش كانت هنا من شويه، في الحمامات.
64	بعتلك الورقه إلى عليها امضت جمال الخولي بتنازل على كل املكه وفديو مسجل ليه وهو بيحاول يعتادي على بنت قد حفيدته
65	برررررافو بنت بطني، تعالي بسرعه قبل ما إلى اسمه ايهاب يكشفك
66	لسه شويه يا ماما عملت كل حاجه فاضل بس ايهاب
67	ضروري يعنى سي ايهاب دا
68	معلش يا ماما علشان خاطري
69	تمام انجزي بس
72	كنتي فين
73	كنت بغسل وشي من العلامات إلى عليه
76	بتعملي اي
77	بذاكر شويه علشان اخفف شويه لما تفتح الجامعه. ادهم ابتسم على الدحيحه إلى متجوزها
78	احم طاب عايزك برا خلصي وتعالي
80	نعم.
82	مالك
83	انت زعلان مني.
84	مين قلك كدا
85	باين. اوي م. من تعاملك
87	جبتلك ايس كريم إلى بتحبيه
1	وانت مش هتصغرني قدام الناس بعد ما اديتهم كلمه
2	إلى تشوفه يا جدي
3	روح نام علشان تبقا فايق بكره
6	بتعملي اي، دا كان صوت ايهاب لحور لما شافها داخله من البوابه
8	ا. انا. كنت بودي الشاي لابوي.
10	وانتي متعودة تطلعي بشكلك دا بليل كتير
11	لا والله دي اول مره بس علشان امي قالتلي الحق قبل ما اشاي يبرد
12	اتزفتي على جوه و مشفكيش طالعه برا كدا تاني، مفهوم
14	م. مفهوم.
15	وهيقرب منك ازي وانتي ضاربه البوز ده
17	احمدي ربنا جدك كان ناوي يجيلك هو بس فضلت اتحايل عليه وقوله هكلمها انا يحج
18	والله عملت كل إلى قلتيلي عليه. ب. بس هو إلى عايز كدا.
19	ما انتي اكيد ببوزك دا هتخليه يطفش. مفيش راجل معيضعفش قدام مراته وانا ولدي شاف البنات الالون وشكال في بلاد برا تقومي تلبسي حاجه من إلى في الدولاب وتحطيلك شويه الوان من إلى بيحطوها دا، فاهمه
20	فاهمه يا مرات عمي
22	في حاجه يما
23	لا يا قلب امك خش ارتاح مراتك مستنياك جوه، وطلعت
25	مش هتعديها على خير، شمس قربت منه وساعدته يقلع هدومه
27	تعالي يا شمس
30	امي كانت بتعمل اي هنا
31	م. مبتعملش حاجه
32	شمس مش علشان اتعملت معاكي كويس. يبقا خلاص انا مكرهش في حياتي قد الكدب
33	ه. هي. يعنى، كملت بدموع، جدي إلى بعتها
34	مش هيسكت غير لما يعمل إلى في دماغه.
36	طاب ما تعمله خلينا نخلص. انا مش حمل ضرب تاني والله
38	وانتي هتبقي راضيه لما يبقا غصب عنك
40	بصيلي وانا بكلمك يا شمس
42	ب. بس على لاقل هنخلص من زن جدي
44	انتي عايزه كدا يا شمس.
1	ترجع فين يا ولد ولادي. جمال قال كدا وهو داخل لما سمع كلامه
2	راجع بيتي يا حج
3	اي مش قادر تقول جدي، ادهم سكت لانه فعلا مش قادر يقولها، جمال كمل...
4	مفيش رجوع و هو دا بيتك
5	مينفعش انا شغلي هناك و كل حاجتي وغير كليت مراتي
6	الكليه تنقلها هنا ولا انت مستقل بصعيد. و تقدر تجيب شغلك هنا. وانت اصلا مش هتحتاج شغل
7	يا حج صدقني مينفعش.
8	هسيبك تفكر شويه. بس انت برضو مش هتسيب البلد انا مش هحرم نفسي من لمت احفادي حواليا
11	هنقعد ولا هنمشي
13	انتي عايزه اي
14	اممم الصراحه معرفش بس انت بتحب اخواتك اوي ليه عايز تبعد عنهم، كمان جدك دا طلع كويس خالص ليه بتكرهو
15	انا مش بكره حد انا مقدرش اتقبلهم بس.
16	طاب بقولك اي ترضا انت تبقا في محافظة وانا في محافظه تاني
18	عارفه انتي لو معايا على نفس السرير، بس مش في حضني هقلب الدنيا
19	شوفت بقا خالتي و عمي كل واحد فيهم في محافظه، اتنهدت. متنساش خالتي في قرارك، وبعدين يعم هتعيش مع اخواتك وبيت عيله، وبعدين انا حبيت شمس و حور اوي، بس برضو يا ادهم انا راضيه عن قرارك لو كان اي ومعاك.
20	انزلي شويه كدا، آيه بصتله بستغراب
21	انزلي بس
23	بحبك
25	يلا قوم شوف خالتي
27	ماشي يا سيدي.
29	بيوجعك
31	مابيوجعنيش يا روحي
32	مين إلى عمل كدا
33	مين غير نجوي وبنتها
35	طاب ناوين تعملو فيها اي
36	اممم معرفش بس هي حاليا مع ادهم هي وبنتها ولي عمل كدا
37	متدوهت نصيبها يا ايهاب وتبعد عننا
38	المشكله انه مش هتحافظ عليها هتخلصه وعايزه تاني.
39	طاب رضوها بأي حاجه علشان تبعد عننا
40	خايفه عليا
41	مش هخليك تطلع من هنا اصلا لو الست دي فلتت من ايدكم
42	بتحبني يا حور
44	و انت مش عارف الأجابه لحد دلوقتي
45	اممم عايز اسمعها منك
46	بعشقگ مش بحبك بس
48	للاسف مهقدرش اعمل حاجه غير كدا
49	علشان كدا قلتلك بقلب ميت.
50	مسير يجيلك يوم يا وحش وتقع تحت ايدي.
51	مش هتروح عند مراتك بقالك من امبارح مرحتش عندها هتزعل، عباس كان نايم على رجلها وهي بتلعب في شعره
52	طاب ما انا عمري كله معاها انتي مزعلتيش
53	علشان هي اتعودت عليك انك تبقا جنبها فا هتكرهني لما انا جيت وخدت جوزها منها
55	احم، فاضيه يا ماما
56	خلاص طيب همشي انا، ادهم دخل وقعد جنب امه بهدوء
57	ازيك يا ماما
58	الحمدلله يا ابني.
59	اكيد سمعتي كلام جدي
60	ايوه
61	طاب اي رايك
62	إلى تشوفه يا ادهم
63	لا يماما انا عايز إلى شيفاه انتي، مش عايز اشيل ذنبك
64	بص يا ادهم انا لو بودي مسبش ابوك طول عمري، بس برضو مستحيل اسيبك يا ادهم فاهم
65	يعنى انتي عايزه تفضلي معاه
67	لا يا ادهم عايزا ابقا معاك
68	ماشي
69	هنمشي
70	هشوف.
72	عامله اي
73	كويسه
74	نسمه انا...
75	انا مش زعلانه منك يا ابو ايهاب دا حقكك و ربنا حلله انا بس كنت خايفه على ايهاب ومش مستوعبه حاجه و هو الحمدلله كويس دلوقتي
77	ربنا يحفظك، ولله انا كنت بحبها بس مقدرتش اكسر كلمت ابويا، و كنت عايز اقولك.
78	حصل خير وهي لا ضراني بحاجه و لا نفعاني بحاجه وبعدين انا مش عايزه غير افضل على ولادي
79	متقليش كدا انتي مراتي الاولي وهتفضلي و معزتك غاليه عندي مهم جه او راح عليكي
80	الصراحه هي كمان حلوه وتتحب
81	بس مش احله منك انت يا جميل
82	بتثبتني
83	لا ولله انتي احله بس انا حبيتها علشان هي عرفت تحتويني مش اكتر
84	طاب اهو بقا عندك الجمال ولاحتواء
87	انا هرجع بيتي
88	مفيش رجوع حتا لو هطر امنع عنك كل المواصلات السفر
89	هتحبسني يعنى
90	لو وصلت لكدا هعملها
91	دا انت مصر اوي.
92	ادهم افهم انا فاضل في عمري القليل نفسي اشوفكم حوليا عايز اعوضك عن كل إلى عشته علشان محسش اني السبب فيه، يمكن لو علاقتي باابني كويسه كان جه وقلي بحب واحده، متخلنيش اموت وانا حاسس ان عليا زنب يا ابني، وبعدين ليه تكون سبب في بعد اتنين بيحبو بعض، عايز اموت وانا شيفكم حوليا لو ليا خاطر عندك
93	ماشي بس فتره محدده و لو معجبتنيش العيشه هرجع بيتي علطول...
94	لمت العيله و اخواتك حوليك عمرها م هتخليك تمشي
95	تمام، ادهم طلع وفتح الباب رفع حاجبه لما شاف نوسه و ايه كانو هيقعو
99	انتي حامل يا هانم
100	احم اسفه
102	تعالي وراي ووو.
2	انتي لو اخر واحده في الدنيا مش ممكن ابصلها خليكي فاهمه كدا والي حصل في المعرض دا علشان ابعد نسرين صحبي بيحبها وهي عينها مني، ادهم كان طالع بس رجع، واهااا الورقه إلى معايا هتتقطع اول ميتقدملك عريس، ادهم مشي اول ما فتح الباب كف نزل على وشه بكل غضب من نوسه، ادهم معملش حاجه وطلع من الشقه كلها نزل تحت
4	حبيبتي انتي كويسه
6	متخفيش يا خالتي هو معمليش حاجه.
8	قومي اغسلي وشك يا حبيبتي، آيه هزت راسها وقامت.
10	مكنتش اعرف انها بتكرهني كدا
12	والله. مستني اي منها بعد إلى عملته، قافل الباب وبتهددها. عايزها تعمل اي
13	وهي تعرف عني كدا، انا ممكن اعمل فيها كدا خمس سنين عايشه معانا كنت بطلع انام فوق السطح لحد ما كتبت عليها، انا محافظ عليها من نفسي
15	بتحبها!؟
16	لا.
17	طاب انا طالب ايدها
19	اي مش انت مش بتحبه وصحبك اوله بيها
20	دا انا اقتلها ولا تكون لحد تاني
22	روح صلحها يا اخي وغور من حوليا
24	انا خايفه يا مدام لحد يكشفني والله جمال بيه ما يرحمني فيها
25	اجمدي كدا ومتخفيش، جمال هيعرف منين ان ايهاب بيتعاطه وايهاب ذات نفسه ميعرفش
26	م. مهو إلى حضرتك متعرفهوش ان ايهاب بيه اتجوز وبقي معاه المدام وهي ممكن تعرف
27	حتا لو عرفت هتخاف تقول لجمال من ايهاب
28	طاب تمام على اتفاقنا احطلها كل يوم المخدر في القزازه إلى بيجيبها
29	ايوه بس عيزاكي تزودي الكميه علشان الحرب هتبداء بجد.
32	قومي اعملي كوباية شاي
34	يارب امتا اخلص منه، ادهم قعد و شويه وطلعت ايه بالشاي حتط قدامه بضيق
35	اتفضل
37	خدي الكيس دا وادخلي نامي.
38	بكره اجازه ومش عايزه انام دلوقتي
40	عايز اسمع فيلم ومش هينفع تسمعيه معايا
41	ليه يعنى في حاجات خارجه
42	بظبط لو انتي عاجبك الموضوع تقدري تقعدي عادي
44	سافل، ودخلت.
45	متنسيش الكيس. آيه طلعت، خدتها ودخلت تاني بغصب.
49	بقيت احسن
51	، د. دم.
2	اهدي، ايهاب شال الطرحه وبص على سستة الفستان ووووو، بعد شويه ايهاب بعد ولبس هدومه. حور شدت اللحاف عليها وهي بتعيط في صمت
3	كفايه دلع هي اول مره كدا بتبقا صعبه وبعدين تتعودي
5	هبعتلك امي، ايهاب نزل وضرب النار و الزغريط اشتغل إيهاب قعد شويه تحت
7	عملتها برضو
9	انا مش ناقص زن من جدي يا عبدالرحمن...
10	قومي يا حبيبي اطلع شوف عروستك، ايهاب بص لعبدالرحمن وطلع، كانت حور عامله نفسها نايمه ومتغطيه كلها ايهاب ابتسم بسخريه لانه عارف انها صاحيه قرب اخد مخده ونام على الكنبه.
12	شمس هتيلي الوكل على اوضتي
14	الوكل يا جدي
15	حطيه هنا
18	عارفه يا شمس يوم جوازك من عبدالرحمن كان عندك سعتها 8سنين دلوقتي بقا عندك 23سنه سواء اتجوزتي عبدالرحمن في ال 23 ولا ال 8 مش هتفرق انتي كدا كدا لعبدالرحمن
21	صح يا جدي
22	و ايوه حاجه تاني لبس عبدالرحمن مش عجبني هو علشان سافر بلاد برا مستعر من الجلبيه الموضوع دا عليكي برضو
23	حاضر يا جدي.
24	يلا شيلي الاكل وهتيلي الشاي.
26	رايح فين
28	خارج مع اصحابي هتاخر نامي
29	هفضل صاحيه لحد متيجي
30	لا يا شمس قلت نامي
35	سميه هانم برا في الصاله وبتزغرط انا كنت عماله اصحي فيك ب. بس انت مصحتش وانا خفت تدخل وتلاقيني نايمه على السرير لوحدي.
39	صباحيه مباركه يا عريس
41	لله يبارك فيكي يا امي
42	جبتلك الفطار يا حبيبي، كملت وهي بتحط الصنيه قدامه، و اهل حور جاين بعد شويه خليها تجهز
43	حاضر يا امي.
1	الله الله يا سي ادهم
3	اقسم بالله خايف ليلة ادخله الاقي ماما نطالانا
5	صباح الخير يا ماما
7	ممكن اعرف اي إلى انا شفته دا
9	الفول دا ناقص ملح يا ماما
10	ادهم.
11	يوووووه يا ماما دي مراتي والناس كلها عارفه. رغم كدا قلتيلي اعملو فرح زي بقيت البنات. وعلى العموم هي كانت تعبانه امبارح. ولقيتك نايمه محبتش اصحيكي
14	حاضر يا ست الكل. حاجه تاني
15	روح نديها علشان تفطر. كملت بحده. من برا فاهم
17	هي هتطلع برا اوضتها تاني بعد إلى حصل.
19	صباح الخير
20	صباح النور كل دا نوم
21	انت اتكلمت مع الخدامه في إلى قلتلك عليه
23	ايوه
